level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
5	5009265	10136021	#ff000e	1.0	Instance 0x6000000000000000 Size=46KB	8					31
4	5010374	10136118	#00ff63	1.0	Instance 0x6000000000000001 Size=15KB	13					27
3	5010515	10136147	#00ff63	1.0	Instance 0x6000000000000002 Size=46KB	13					76
2	5011177	10136171	#ff0071	1.0	Instance 0x6000000000000003 Size=15KB	14					77
1	5011719	10136197	#00fff6	1.0	Instance 0x6000000000000004 Size=46KB	15					29
