level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
5	5011550	30465472	#ff000e	1.0	Instance 0x6000000000000000 Size=46KB	8					211
4	5012866	30465546	#00ff63	1.0	Instance 0x6000000000000001 Size=15KB	13					212
3	5013018	30465597	#00ff63	1.0	Instance 0x6000000000000002 Size=46KB	13					134
2	5013677	30465642	#ff0071	1.0	Instance 0x6000000000000003 Size=15KB	14					213
1	5014181	30465677	#00fff6	1.0	Instance 0x6000000000000004 Size=46KB	15					214
