level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
5	5012402	11485733	#ff000e	1.0	Instance 0x6000000000000000 Size=23KB	8					405
4	5013729	11485800	#00ff63	1.0	Instance 0x6000000000000001 Size=7KB	13					132
3	5013885	11485842	#00ff63	1.0	Instance 0x6000000000000002 Size=23KB	13					133
2	5014592	11485883	#ff0071	1.0	Instance 0x6000000000000003 Size=7KB	14					134
1	5015130	11485922	#00fff6	1.0	Instance 0x6000000000000004 Size=23KB	15					135
