level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3	5012164	5375358	#85ff00	1.0	Instance 0x6000000000000000 Size=179KB	4					388
2	5013024	5375205	#ff00aa	1.0	Instance 0x6000000000000001 Size=179KB	13					389
